Order ID,Shipment ID,Delivery Status,Delivery Partner
CA-2016-138478,SHIP07819,Delivered,XpressBees
CA-2017-150469,SHIP07820,Delivered,DTDC
CA-2017-152436,SHIP07821,Delivered,Delhivery
CA-2016-169334,SHIP07822,In Transit,Ecom Express
US-2014-115413,SHIP07823,Delivered,Blue Dart
US-2014-115413,SHIP07824,Returned,DTDC
CA-2014-125150,SHIP07825,Delivered,Ecom Express
CA-2015-127327,SHIP07826,Delivered,Delhivery
CA-2017-117114,SHIP07827,Cancelled,Blue Dart
CA-2017-117114,SHIP07828,Delivered,Ecom Express
CA-2015-137302,SHIP07829,Delivered,India Post
CA-2015-137302,SHIP07830,Delivered,Blue Dart
CA-2015-137302,SHIP07831,Delivered,XpressBees
CA-2015-137302,SHIP07832,Delivered,Delhivery
CA-2016-112382,SHIP07833,Returned,Blue Dart
CA-2015-128958,SHIP07834,Delivered,Delhivery
CA-2015-106257,SHIP07835,Delivered,Ecom Express
CA-2015-106257,SHIP07836,Delivered,India Post
CA-2015-149083,SHIP07837,In Transit,XpressBees
CA-2015-149083,SHIP07838,In Transit,Delhivery
CA-2015-149083,SHIP07839,Cancelled,XpressBees
US-2014-137869,SHIP07840,Delivered,Ecom Express
US-2014-137869,SHIP07841,Delivered,DTDC
CA-2016-116603,SHIP07842,Delivered,Delhivery
CA-2014-158470,SHIP07843,Delivered,Delhivery
CA-2014-158470,SHIP07844,Delivered,Blue Dart
US-2017-123834,SHIP07845,In Transit,Ecom Express
CA-2015-125976,SHIP07846,Delivered,Ecom Express
CA-2015-125976,SHIP07847,In Transit,DTDC
CA-2016-128706,SHIP07848,Cancelled,XpressBees
CA-2016-104311,SHIP07849,Delivered,Delhivery
CA-2016-104311,SHIP07850,Delivered,Ecom Express
CA-2016-104311,SHIP07851,In Transit,Blue Dart
CA-2014-169649,SHIP07852,Delivered,Delhivery
CA-2014-169649,SHIP07853,Delivered,Delhivery
CA-2015-144890,SHIP07854,Delivered,Blue Dart
CA-2017-135587,SHIP07855,Delivered,India Post
CA-2017-135587,SHIP07856,Delivered,XpressBees
CA-2014-103429,SHIP07857,Cancelled,India Post
CA-2014-103429,SHIP07858,Delivered,XpressBees
CA-2014-103429,SHIP07859,In Transit,Ecom Express
CA-2014-103429,SHIP07860,Delivered,Blue Dart
CA-2017-152261,SHIP07861,Delivered,Delhivery
CA-2015-142993,SHIP07862,Delivered,Delhivery
CA-2015-142993,SHIP07863,Delivered,DTDC
CA-2015-143364,SHIP07864,Delivered,XpressBees
CA-2015-143364,SHIP07865,Delivered,XpressBees
CA-2015-143364,SHIP07866,Cancelled,Ecom Express
CA-2015-143364,SHIP07867,Delivered,Ecom Express
CA-2014-100972,SHIP07868,In Transit,Ecom Express
CA-2016-136994,SHIP07869,Delivered,XpressBees
US-2017-166233,SHIP07870,Delivered,Ecom Express
CA-2017-122112,SHIP07871,Delivered,DTDC
CA-2016-101672,SHIP07872,Delivered,India Post
CA-2016-101672,SHIP07873,Delivered,Ecom Express
CA-2016-101672,SHIP07874,In Transit,Delhivery
CA-2016-101672,SHIP07875,Delivered,XpressBees
CA-2017-168403,SHIP07876,Returned,Blue Dart
CA-2017-168403,SHIP07877,Delivered,Delhivery
CA-2015-148705,SHIP07878,Delivered,Delhivery
CA-2016-160241,SHIP07879,In Transit,DTDC
CA-2016-155747,SHIP07880,Delivered,Delhivery
CA-2017-118017,SHIP07881,Cancelled,XpressBees
CA-2017-118017,SHIP07882,Delivered,Ecom Express
CA-2017-118017,SHIP07883,Delivered,Blue Dart
CA-2017-118017,SHIP07884,Returned,India Post
CA-2017-118017,SHIP07885,Delivered,DTDC
CA-2017-118017,SHIP07886,Delivered,Ecom Express
CA-2017-118017,SHIP07887,Delivered,Delhivery
CA-2017-118017,SHIP07888,Cancelled,Delhivery
CA-2016-113117,SHIP07889,Delivered,XpressBees
CA-2016-148684,SHIP07890,Returned,Ecom Express
CA-2016-148684,SHIP07891,Delivered,DTDC
CA-2016-148684,SHIP07892,Delivered,Blue Dart
CA-2016-148684,SHIP07893,Delivered,XpressBees
CA-2017-125367,SHIP07894,In Transit,India Post
CA-2017-124744,SHIP07895,Cancelled,Delhivery
CA-2017-124744,SHIP07896,In Transit,XpressBees
CA-2017-124744,SHIP07897,Delivered,India Post
CA-2017-128363,SHIP07898,Delivered,Delhivery
CA-2017-128363,SHIP07899,In Transit,Ecom Express
CA-2017-128363,SHIP07900,Cancelled,DTDC
CA-2017-128363,SHIP07901,Delivered,Delhivery
CA-2017-128363,SHIP07902,Cancelled,DTDC
CA-2017-128363,SHIP07903,Delivered,India Post
CA-2017-128363,SHIP07904,Delivered,Ecom Express
CA-2015-126669,SHIP07905,Delivered,Blue Dart
US-2015-118766,SHIP07906,Returned,XpressBees
US-2015-118766,SHIP07907,Delivered,XpressBees
CA-2016-112585,SHIP07908,Delivered,Delhivery
CA-2016-149762,SHIP07909,Delivered,India Post
CA-2016-149762,SHIP07910,Delivered,XpressBees
CA-2016-149762,SHIP07911,Delivered,Delhivery
CA-2016-149762,SHIP07912,Returned,XpressBees
CA-2016-167605,SHIP07913,Delivered,XpressBees
US-2017-105697,SHIP07914,In Transit,India Post
CA-2017-165323,SHIP07915,Returned,Delhivery
CA-2017-165323,SHIP07916,Returned,Delhivery
CA-2015-110891,SHIP07917,Cancelled,DTDC
CA-2017-100783,SHIP07918,Delivered,Delhivery
CA-2015-152513,SHIP07919,Delivered,DTDC
CA-2017-139822,SHIP07920,Delivered,Delhivery
CA-2017-139822,SHIP07921,Delivered,Delhivery
CA-2017-107713,SHIP07922,Delivered,India Post
CA-2017-134096,SHIP07923,Delivered,DTDC
CA-2017-134096,SHIP07924,Delivered,India Post
CA-2016-125843,SHIP07925,Delivered,India Post
CA-2016-125843,SHIP07926,Returned,India Post
CA-2017-120404,SHIP07927,Delivered,Blue Dart
CA-2017-120404,SHIP07928,Delivered,India Post
CA-2017-120404,SHIP07929,In Transit,Delhivery
CA-2017-167549,SHIP07930,Delivered,Ecom Express
CA-2016-120082,SHIP07931,Returned,XpressBees
US-2016-168095,SHIP07932,Delivered,India Post
US-2016-168095,SHIP07933,Returned,XpressBees
CA-2017-166093,SHIP07934,Delivered,DTDC
CA-2017-166093,SHIP07935,Delivered,DTDC
CA-2017-166093,SHIP07936,In Transit,India Post
CA-2017-166093,SHIP07937,Delivered,India Post
CA-2017-166093,SHIP07938,Returned,XpressBees
CA-2017-166093,SHIP07939,Cancelled,India Post
CA-2017-166093,SHIP07940,Delivered,DTDC
CA-2016-146325,SHIP07941,Delivered,DTDC
CA-2016-146325,SHIP07942,Delivered,India Post
CA-2017-134194,SHIP07943,Delivered,Blue Dart
CA-2017-134194,SHIP07944,Delivered,India Post
CA-2017-134194,SHIP07945,Returned,Ecom Express
CA-2017-134194,SHIP07946,Cancelled,Ecom Express
CA-2017-134194,SHIP07947,Delivered,DTDC
CA-2014-131009,SHIP07948,Delivered,XpressBees
CA-2014-131009,SHIP07949,Cancelled,Blue Dart
CA-2014-131009,SHIP07950,Delivered,Delhivery
CA-2014-131009,SHIP07951,In Transit,Ecom Express
CA-2015-145814,SHIP07952,Delivered,XpressBees
CA-2015-145814,SHIP07953,Delivered,India Post
CA-2014-138359,SHIP07954,Cancelled,XpressBees
CA-2014-138359,SHIP07955,Delivered,XpressBees
CA-2017-131807,SHIP07956,Delivered,DTDC
CA-2017-131807,SHIP07957,Delivered,Delhivery
CA-2017-131807,SHIP07958,Delivered,India Post
CA-2017-131807,SHIP07959,Returned,India Post
CA-2017-131807,SHIP07960,Delivered,XpressBees
CA-2017-131807,SHIP07961,Delivered,Ecom Express
CA-2017-104864,SHIP07962,Delivered,India Post
CA-2017-104864,SHIP07963,Delivered,India Post
CA-2017-104864,SHIP07964,Delivered,India Post
CA-2017-104864,SHIP07965,In Transit,XpressBees
CA-2017-104864,SHIP07966,Delivered,Blue Dart
CA-2015-138219,SHIP07967,Delivered,DTDC
CA-2016-157707,SHIP07968,Delivered,Blue Dart
CA-2016-157707,SHIP07969,In Transit,India Post
CA-2016-157707,SHIP07970,Returned,Blue Dart
US-2015-126753,SHIP07971,Delivered,India Post
US-2015-126753,SHIP07972,Delivered,XpressBees
US-2015-126753,SHIP07973,Delivered,XpressBees
US-2015-126753,SHIP07974,Delivered,Delhivery
US-2015-126753,SHIP07975,Delivered,India Post
US-2015-126753,SHIP07976,Delivered,XpressBees
US-2015-126753,SHIP07977,Delivered,Ecom Express
CA-2014-166051,SHIP07978,Delivered,DTDC
CA-2014-166051,SHIP07979,Delivered,Ecom Express
CA-2015-113040,SHIP07980,Returned,Blue Dart
CA-2014-103800,SHIP07981,Cancelled,Blue Dart
CA-2014-113383,SHIP07982,Delivered,Delhivery
CA-2014-113383,SHIP07983,Delivered,Blue Dart
CA-2017-152499,SHIP07984,In Transit,Delhivery
CA-2017-152499,SHIP07985,Delivered,Blue Dart
CA-2016-151498,SHIP07986,Delivered,India Post
CA-2016-137939,SHIP07987,Delivered,XpressBees
US-2016-117793,SHIP07988,Delivered,Ecom Express
US-2016-117793,SHIP07989,In Transit,Delhivery
US-2016-117793,SHIP07990,Returned,XpressBees
US-2016-117793,SHIP07991,Delivered,XpressBees
CA-2016-133872,SHIP07992,Delivered,Ecom Express
CA-2016-133872,SHIP07993,In Transit,India Post
US-2015-165743,SHIP07994,Delivered,India Post
US-2015-165743,SHIP07995,Cancelled,India Post
US-2015-165743,SHIP07996,Delivered,XpressBees
US-2017-105998,SHIP07997,Delivered,India Post
US-2017-105998,SHIP07998,Returned,DTDC
US-2014-148194,SHIP07999,Returned,Blue Dart
US-2014-148194,SHIP08000,Cancelled,DTDC
US-2015-151407,SHIP08001,Returned,Blue Dart
CA-2015-110870,SHIP08002,Cancelled,Ecom Express
CA-2015-110870,SHIP08003,Returned,Ecom Express
CA-2014-143210,SHIP08004,Delivered,Delhivery
CA-2014-143210,SHIP08005,Delivered,Ecom Express
CA-2014-143210,SHIP08006,Delivered,India Post
CA-2016-139808,SHIP08007,In Transit,Blue Dart
CA-2015-110863,SHIP08008,Cancelled,India Post
CA-2015-110863,SHIP08009,Delivered,Blue Dart
CA-2015-110863,SHIP08010,Returned,Delhivery
CA-2014-127859,SHIP08011,Returned,Blue Dart
US-2015-136427,SHIP08012,Delivered,Blue Dart
CA-2017-120168,SHIP08013,Delivered,India Post
CA-2017-120168,SHIP08014,In Transit,India Post
CA-2017-120168,SHIP08015,Delivered,India Post
CA-2017-120168,SHIP08016,Delivered,Delhivery
US-2014-131870,SHIP08017,Delivered,XpressBees
US-2014-131870,SHIP08018,Delivered,Delhivery
CA-2017-114804,SHIP08019,Delivered,Delhivery
CA-2017-167227,SHIP08020,Cancelled,India Post
CA-2017-167227,SHIP08021,Delivered,Blue Dart
CA-2014-129189,SHIP08022,Returned,Ecom Express
CA-2014-129189,SHIP08023,Delivered,India Post
CA-2014-129189,SHIP08024,Cancelled,Ecom Express
CA-2014-129189,SHIP08025,Delivered,DTDC
CA-2015-132465,SHIP08026,Delivered,XpressBees
CA-2015-132465,SHIP08027,Delivered,XpressBees
CA-2015-132465,SHIP08028,Delivered,DTDC
CA-2015-132465,SHIP08029,Cancelled,India Post
CA-2016-166373,SHIP08030,Delivered,Ecom Express
CA-2016-158806,SHIP08031,Delivered,Delhivery
CA-2016-158806,SHIP08032,Delivered,Delhivery
CA-2015-119690,SHIP08033,Returned,Delhivery
CA-2015-119690,SHIP08034,Delivered,XpressBees
CA-2015-119690,SHIP08035,Delivered,Blue Dart
CA-2015-119690,SHIP08036,Delivered,Delhivery
CA-2015-153738,SHIP08037,Cancelled,India Post
CA-2017-169012,SHIP08038,In Transit,Blue Dart
CA-2017-109393,SHIP08039,Delivered,Delhivery
CA-2017-121489,SHIP08040,Delivered,Blue Dart
CA-2017-121489,SHIP08041,Delivered,India Post
CA-2017-121489,SHIP08042,Returned,India Post
US-2017-133081,SHIP08043,Delivered,Ecom Express
US-2017-133081,SHIP08044,Delivered,DTDC
CA-2017-165008,SHIP08045,Delivered,XpressBees
CA-2016-145611,SHIP08046,In Transit,XpressBees
CA-2016-113600,SHIP08047,Delivered,Delhivery
CA-2017-130834,SHIP08048,Delivered,DTDC
CA-2016-168543,SHIP08049,In Transit,Blue Dart
CA-2014-144974,SHIP08050,Delivered,Blue Dart
CA-2014-144974,SHIP08051,In Transit,India Post
CA-2014-144974,SHIP08052,Cancelled,Delhivery
CA-2014-109904,SHIP08053,Delivered,Ecom Express
CA-2017-152205,SHIP08054,In Transit,XpressBees
CA-2015-121188,SHIP08055,Returned,Delhivery
CA-2015-121188,SHIP08056,Delivered,India Post
CA-2015-121188,SHIP08057,Delivered,XpressBees
CA-2015-121188,SHIP08058,Delivered,DTDC
CA-2015-121188,SHIP08059,Delivered,India Post
CA-2015-121188,SHIP08060,Delivered,Blue Dart
CA-2015-156013,SHIP08061,Delivered,Delhivery
CA-2015-156013,SHIP08062,Delivered,XpressBees
CA-2016-132997,SHIP08063,Delivered,Blue Dart
CA-2016-132997,SHIP08064,Delivered,India Post
CA-2016-132997,SHIP08065,Delivered,DTDC
CA-2016-132997,SHIP08066,Delivered,Blue Dart
CA-2016-132997,SHIP08067,Delivered,DTDC
US-2015-160563,SHIP08068,Delivered,India Post
US-2015-160563,SHIP08069,Delivered,DTDC
CA-2017-151750,SHIP08070,In Transit,Ecom Express
CA-2017-151750,SHIP08071,Delivered,Ecom Express
CA-2017-151750,SHIP08072,Delivered,XpressBees
CA-2017-151750,SHIP08073,Delivered,DTDC
CA-2017-151750,SHIP08074,Delivered,Blue Dart
CA-2017-151750,SHIP08075,Delivered,Delhivery
CA-2017-151750,SHIP08076,In Transit,XpressBees
CA-2015-106187,SHIP08077,Delivered,India Post
CA-2015-106187,SHIP08078,Delivered,Ecom Express
CA-2015-106187,SHIP08079,Delivered,India Post
US-2016-164945,SHIP08080,Delivered,India Post
CA-2015-150714,SHIP08081,Cancelled,Blue Dart
CA-2015-150714,SHIP08082,Delivered,XpressBees
CA-2015-150714,SHIP08083,Cancelled,India Post
CA-2015-150714,SHIP08084,Cancelled,DTDC
CA-2015-150714,SHIP08085,Delivered,India Post
CA-2016-105753,SHIP08086,In Transit,DTDC
CA-2017-120894,SHIP08087,Delivered,XpressBees
CA-2016-106621,SHIP08088,Returned,Ecom Express
CA-2015-107020,SHIP08089,Delivered,Blue Dart
US-2015-117492,SHIP08090,Cancelled,Delhivery
CA-2014-101392,SHIP08091,Cancelled,India Post
CA-2015-127502,SHIP08092,Delivered,Delhivery
CA-2017-143658,SHIP08093,Delivered,India Post
CA-2017-133046,SHIP08094,Delivered,India Post
CA-2017-133046,SHIP08095,Returned,Delhivery
CA-2017-133046,SHIP08096,Delivered,Delhivery
CA-2017-133046,SHIP08097,Delivered,Ecom Express
CA-2017-122798,SHIP08098,Returned,India Post
CA-2017-122798,SHIP08099,Delivered,XpressBees
CA-2016-169663,SHIP08100,Delivered,India Post
CA-2016-169663,SHIP08101,Delivered,XpressBees
CA-2015-149846,SHIP08102,Delivered,XpressBees
CA-2015-149846,SHIP08103,Delivered,Blue Dart
CA-2015-149846,SHIP08104,Delivered,India Post
CA-2015-149846,SHIP08105,In Transit,DTDC
CA-2017-159149,SHIP08106,Cancelled,India Post
CA-2017-159149,SHIP08107,In Transit,Blue Dart
CA-2017-159149,SHIP08108,Delivered,Ecom Express
US-2017-167570,SHIP08109,Delivered,XpressBees
CA-2017-160122,SHIP08110,Delivered,Ecom Express
CA-2017-160122,SHIP08111,Delivered,Ecom Express
CA-2016-130393,SHIP08112,Delivered,XpressBees
CA-2016-130393,SHIP08113,Delivered,Delhivery
CA-2016-130393,SHIP08114,Delivered,XpressBees
CA-2017-144820,SHIP08115,Delivered,DTDC
CA-2017-101014,SHIP08116,Cancelled,Blue Dart
CA-2017-105543,SHIP08117,Delivered,XpressBees
US-2017-113201,SHIP08118,Delivered,India Post
US-2017-106551,SHIP08119,Delivered,India Post
CA-2016-116722,SHIP08120,Delivered,India Post
CA-2016-116722,SHIP08121,Returned,Ecom Express
CA-2016-116722,SHIP08122,Delivered,Blue Dart
CA-2014-138128,SHIP08123,Returned,XpressBees
CA-2014-138128,SHIP08124,Delivered,Ecom Express
US-2017-150070,SHIP08125,Delivered,DTDC
CA-2015-137064,SHIP08126,In Transit,DTDC
CA-2015-137064,SHIP08127,Delivered,Ecom Express
CA-2015-137064,SHIP08128,In Transit,Ecom Express
CA-2017-157350,SHIP08129,Delivered,Blue Dart
CA-2014-127866,SHIP08130,Delivered,DTDC
CA-2014-127866,SHIP08131,Delivered,XpressBees
CA-2014-127866,SHIP08132,Delivered,Delhivery
CA-2014-127866,SHIP08133,Delivered,Ecom Express
CA-2015-131352,SHIP08134,Delivered,India Post
CA-2015-121776,SHIP08135,Delivered,XpressBees
CA-2015-121776,SHIP08136,Delivered,Blue Dart
CA-2016-118073,SHIP08137,Returned,Blue Dart
CA-2014-103219,SHIP08138,Delivered,DTDC
CA-2016-102561,SHIP08139,Delivered,DTDC
CA-2016-102561,SHIP08140,Delivered,Ecom Express
CA-2016-102561,SHIP08141,Delivered,Delhivery
CA-2016-100993,SHIP08142,Delivered,Delhivery
CA-2016-100993,SHIP08143,Delivered,Ecom Express
CA-2016-100993,SHIP08144,Delivered,XpressBees
CA-2016-100993,SHIP08145,Delivered,DTDC
US-2014-112949,SHIP08146,Delivered,India Post
US-2014-112949,SHIP08147,Delivered,DTDC
US-2017-146822,SHIP08148,Delivered,Blue Dart
US-2016-131058,SHIP08149,In Transit,Delhivery
CA-2014-167997,SHIP08150,Delivered,India Post
CA-2014-167997,SHIP08151,Delivered,XpressBees
CA-2017-140151,SHIP08152,Delivered,Ecom Express
CA-2017-140151,SHIP08153,Delivered,XpressBees
CA-2017-140151,SHIP08154,In Transit,Ecom Express
US-2017-143770,SHIP08155,Delivered,XpressBees
US-2017-143770,SHIP08156,Delivered,XpressBees
CA-2016-131296,SHIP08157,Delivered,India Post
CA-2016-103464,SHIP08158,Delivered,XpressBees
CA-2017-136238,SHIP08159,Delivered,XpressBees
CA-2016-120803,SHIP08160,Delivered,XpressBees
CA-2016-134138,SHIP08161,Delivered,Ecom Express
CA-2015-120915,SHIP08162,Delivered,Delhivery
CA-2015-120915,SHIP08163,Delivered,Blue Dart
CA-2015-168207,SHIP08164,Delivered,XpressBees
CA-2015-168207,SHIP08165,Returned,Delhivery
CA-2015-168207,SHIP08166,Delivered,XpressBees
CA-2015-168207,SHIP08167,Delivered,Blue Dart
CA-2016-144148,SHIP08168,Delivered,Blue Dart
CA-2017-107174,SHIP08169,Cancelled,Ecom Express
CA-2017-107174,SHIP08170,In Transit,Blue Dart
CA-2017-107174,SHIP08171,Delivered,Ecom Express
CA-2016-146150,SHIP08172,Cancelled,Ecom Express
CA-2014-114125,SHIP08173,Cancelled,Ecom Express
CA-2014-114125,SHIP08174,Delivered,XpressBees
CA-2014-114125,SHIP08175,Cancelled,Delhivery
CA-2016-114944,SHIP08176,Cancelled,Ecom Express
CA-2016-135965,SHIP08177,Delivered,Ecom Express
CA-2017-149699,SHIP08178,Delivered,DTDC
CA-2016-166429,SHIP08179,Delivered,Blue Dart
CA-2015-112767,SHIP08180,In Transit,Blue Dart
CA-2015-119879,SHIP08181,Delivered,India Post
CA-2015-119879,SHIP08182,Returned,Blue Dart
CA-2017-155642,SHIP08183,Delivered,Ecom Express
CA-2017-155642,SHIP08184,Delivered,India Post
US-2017-101721,SHIP08185,Delivered,Delhivery
CA-2015-136728,SHIP08186,Delivered,Delhivery
CA-2015-136728,SHIP08187,Delivered,Delhivery
CA-2016-127194,SHIP08188,Returned,Blue Dart
CA-2015-140375,SHIP08189,Cancelled,DTDC
CA-2015-140375,SHIP08190,In Transit,DTDC
US-2017-155866,SHIP08191,Delivered,Ecom Express
US-2017-155866,SHIP08192,Delivered,DTDC
CA-2015-141327,SHIP08193,Delivered,India Post
CA-2015-141327,SHIP08194,Cancelled,Delhivery
CA-2015-141327,SHIP08195,Delivered,Ecom Express
CA-2015-136700,SHIP08196,Returned,DTDC
CA-2017-102736,SHIP08197,Delivered,DTDC
CA-2017-102736,SHIP08198,Delivered,Blue Dart
CA-2017-102736,SHIP08199,In Transit,India Post
CA-2017-125269,SHIP08200,Cancelled,Delhivery
CA-2017-125269,SHIP08201,Cancelled,DTDC
CA-2015-114811,SHIP08202,Delivered,DTDC
CA-2015-114811,SHIP08203,Delivered,XpressBees
CA-2015-114811,SHIP08204,Delivered,Ecom Express
CA-2015-114811,SHIP08205,Cancelled,XpressBees
CA-2015-114811,SHIP08206,Delivered,Delhivery
CA-2015-122266,SHIP08207,In Transit,XpressBees
CA-2015-122266,SHIP08208,Delivered,India Post
CA-2015-141565,SHIP08209,Delivered,Ecom Express
CA-2015-141565,SHIP08210,Delivered,DTDC
CA-2017-128769,SHIP08211,Delivered,Blue Dart
CA-2016-116337,SHIP08212,Delivered,India Post
CA-2016-116337,SHIP08213,Returned,India Post
CA-2015-120845,SHIP08214,Delivered,Delhivery
CA-2015-120845,SHIP08215,Delivered,DTDC
CA-2015-120845,SHIP08216,Delivered,India Post
CA-2015-120845,SHIP08217,Delivered,Blue Dart
CA-2014-120775,SHIP08218,Delivered,India Post
CA-2014-120775,SHIP08219,Delivered,India Post
CA-2014-120775,SHIP08220,Delivered,Delhivery
CA-2014-120775,SHIP08221,Delivered,Ecom Express
CA-2014-120775,SHIP08222,Delivered,XpressBees
CA-2014-152905,SHIP08223,Delivered,Ecom Express
CA-2016-104633,SHIP08224,Delivered,Ecom Express
CA-2016-104633,SHIP08225,Delivered,DTDC
CA-2017-104136,SHIP08226,Delivered,XpressBees
CA-2017-104136,SHIP08227,Cancelled,Delhivery
CA-2016-123050,SHIP08228,Delivered,India Post
CA-2016-123050,SHIP08229,Delivered,Ecom Express
CA-2016-123050,SHIP08230,Cancelled,Delhivery
CA-2016-162355,SHIP08231,Delivered,DTDC
CA-2016-162355,SHIP08232,Delivered,DTDC
CA-2014-158225,SHIP08233,Cancelled,XpressBees
CA-2014-158225,SHIP08234,Delivered,DTDC
CA-2017-102204,SHIP08235,Delivered,Delhivery
CA-2017-102204,SHIP08236,Cancelled,DTDC
CA-2017-102204,SHIP08237,Cancelled,DTDC
CA-2017-103065,SHIP08238,Delivered,Delhivery
CA-2017-103065,SHIP08239,Delivered,Ecom Express
CA-2017-103065,SHIP08240,Delivered,Ecom Express
CA-2017-103065,SHIP08241,Returned,XpressBees
CA-2014-109855,SHIP08242,Delivered,Ecom Express
CA-2014-109855,SHIP08243,In Transit,Blue Dart
CA-2014-109897,SHIP08244,Delivered,Blue Dart
CA-2014-109897,SHIP08245,Delivered,India Post
US-2014-143581,SHIP08246,Delivered,Blue Dart
CA-2015-129217,SHIP08247,Delivered,Ecom Express
CA-2015-129217,SHIP08248,Delivered,Blue Dart
CA-2016-133816,SHIP08249,Delivered,India Post
CA-2015-140221,SHIP08250,Delivered,XpressBees
CA-2015-140221,SHIP08251,Delivered,Ecom Express
CA-2015-140221,SHIP08252,Delivered,XpressBees
CA-2015-140221,SHIP08253,Cancelled,XpressBees
CA-2017-152310,SHIP08254,In Transit,Blue Dart
CA-2017-152310,SHIP08255,Delivered,DTDC
CA-2017-152310,SHIP08256,Delivered,Ecom Express
CA-2017-152310,SHIP08257,Returned,Blue Dart
CA-2017-152310,SHIP08258,Cancelled,Delhivery
CA-2017-152310,SHIP08259,Delivered,India Post
CA-2016-118101,SHIP08260,Delivered,Blue Dart
CA-2016-118101,SHIP08261,Cancelled,Delhivery
CA-2016-118101,SHIP08262,Delivered,DTDC
CA-2016-100307,SHIP08263,Delivered,Delhivery
CA-2015-138457,SHIP08264,Returned,XpressBees
CA-2014-131800,SHIP08265,Delivered,Ecom Express
CA-2014-131800,SHIP08266,Delivered,Ecom Express
CA-2014-118304,SHIP08267,Delivered,Delhivery
CA-2017-121790,SHIP08268,Returned,DTDC
CA-2017-121790,SHIP08269,Delivered,DTDC
CA-2017-121790,SHIP08270,Cancelled,Blue Dart
CA-2017-121790,SHIP08271,Delivered,XpressBees
CA-2016-169670,SHIP08272,Delivered,India Post
CA-2016-139549,SHIP08273,Delivered,Blue Dart
CA-2015-104059,SHIP08274,Delivered,DTDC
CA-2017-164112,SHIP08275,Delivered,India Post
CA-2015-143882,SHIP08276,Returned,Delhivery
US-2016-139262,SHIP08277,Delivered,Blue Dart
US-2016-139262,SHIP08278,Returned,DTDC
US-2016-139262,SHIP08279,Delivered,Ecom Express
CA-2017-146192,SHIP08280,Delivered,India Post
CA-2017-134810,SHIP08281,Delivered,DTDC
CA-2017-134810,SHIP08282,Delivered,Ecom Express
CA-2015-154284,SHIP08283,Returned,India Post
CA-2015-154284,SHIP08284,Returned,Blue Dart
CA-2015-154284,SHIP08285,Delivered,DTDC
CA-2015-154284,SHIP08286,Delivered,India Post
CA-2014-156244,SHIP08287,In Transit,India Post
CA-2014-156244,SHIP08288,Cancelled,Delhivery
CA-2014-156244,SHIP08289,Delivered,India Post
CA-2014-156244,SHIP08290,Returned,Delhivery
CA-2014-156244,SHIP08291,Delivered,Delhivery
CA-2014-156244,SHIP08292,Delivered,India Post
CA-2015-106362,SHIP08293,Delivered,XpressBees
US-2017-168802,SHIP08294,Delivered,Delhivery
US-2017-146906,SHIP08295,Returned,DTDC
CA-2016-166380,SHIP08296,In Transit,Blue Dart
CA-2016-166380,SHIP08297,Delivered,Delhivery
US-2015-158911,SHIP08298,Delivered,Blue Dart
US-2015-158911,SHIP08299,Delivered,XpressBees
US-2014-103338,SHIP08300,Delivered,India Post
CA-2015-109169,SHIP08301,Cancelled,Blue Dart
US-2017-167318,SHIP08302,Delivered,Delhivery
US-2017-167318,SHIP08303,In Transit,Ecom Express
US-2014-120313,SHIP08304,Delivered,India Post
CA-2017-135419,SHIP08305,Delivered,Blue Dart
CA-2016-128671,SHIP08306,Delivered,Delhivery
CA-2016-128671,SHIP08307,Cancelled,XpressBees
CA-2016-128671,SHIP08308,Delivered,India Post
CA-2016-149335,SHIP08309,Delivered,India Post
CA-2014-168312,SHIP08310,Delivered,Ecom Express
CA-2014-168312,SHIP08311,Delivered,India Post
US-2017-105935,SHIP08312,Delivered,XpressBees
US-2017-105935,SHIP08313,Delivered,Blue Dart
CA-2014-161508,SHIP08314,Delivered,XpressBees
CA-2014-161508,SHIP08315,Delivered,Ecom Express
CA-2014-161508,SHIP08316,Returned,XpressBees
CA-2014-161508,SHIP08317,Delivered,XpressBees
CA-2017-130904,SHIP08318,Delivered,Delhivery
CA-2017-130904,SHIP08319,In Transit,XpressBees
CA-2017-133620,SHIP08320,Returned,DTDC
CA-2015-142937,SHIP08321,Returned,Blue Dart
US-2016-149790,SHIP08322,Delivered,DTDC
CA-2016-130778,SHIP08323,Delivered,Delhivery
CA-2016-130778,SHIP08324,In Transit,India Post
CA-2017-144456,SHIP08325,Returned,DTDC
CA-2017-144456,SHIP08326,Returned,XpressBees
CA-2017-103478,SHIP08327,Cancelled,DTDC
CA-2017-103478,SHIP08328,Delivered,Ecom Express
CA-2017-118577,SHIP08329,Returned,Ecom Express
CA-2017-118577,SHIP08330,Delivered,India Post
CA-2017-113572,SHIP08331,Delivered,XpressBees
CA-2016-153269,SHIP08332,Cancelled,DTDC
CA-2016-153269,SHIP08333,Cancelled,DTDC
CA-2016-153269,SHIP08334,Delivered,DTDC
CA-2016-153269,SHIP08335,Delivered,Blue Dart
CA-2017-161655,SHIP08336,Delivered,DTDC
CA-2016-101469,SHIP08337,Delivered,Ecom Express
CA-2014-153087,SHIP08338,Delivered,Ecom Express
CA-2014-153087,SHIP08339,Returned,Blue Dart
CA-2017-135076,SHIP08340,Delivered,XpressBees
CA-2014-161634,SHIP08341,Delivered,Blue Dart
CA-2017-141481,SHIP08342,Delivered,Blue Dart
