Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2015-161452,04-05-15,04-11-15,Standard Class,CA-11965
US-2014-115196,09-09-14,9/13/2014,Standard Class,DL-12925
CA-2016-138968,3/15/2016,3/16/2016,First Class,FC-14335
CA-2015-101889,12/27/2015,12/31/2015,Standard Class,DB-13120
CA-2017-110821,08-07-17,08-08-17,First Class,CK-12205
CA-2015-121552,3/22/2015,3/27/2015,Standard Class,FW-14395
CA-2015-107685,11/30/2015,12-02-15,Second Class,JM-15865
US-2014-120740,4/15/2014,4/15/2014,Same Day,PS-18970
CA-2017-155740,7/30/2017,08-02-17,First Class,TC-21475
CA-2017-146493,06-01-17,06-05-17,Standard Class,CV-12805
CA-2014-105417,01-07-14,01-12-14,Standard Class,VS-21820
US-2017-141509,9/29/2017,10-01-17,First Class,SC-20575
CA-2017-139493,9/13/2017,9/19/2017,Standard Class,SG-20605
CA-2014-151967,10/22/2014,10/26/2014,Standard Class,NB-18580
US-2016-140158,10-04-16,10-08-16,Standard Class,DR-12940
CA-2015-130974,11/27/2015,11/29/2015,Second Class,MA-17560
CA-2017-133487,05-06-17,05-09-17,Second Class,TS-21655
CA-2014-142951,10-08-14,10-08-14,Same Day,JG-15115
CA-2014-133592,12/31/2014,01-07-15,Standard Class,KM-16375
CA-2015-120782,4/28/2015,05-01-15,First Class,SD-20485
CA-2015-116876,2/14/2015,2/21/2015,Standard Class,TT-21070
CA-2016-169838,11/25/2016,11/29/2016,Standard Class,BB-11545
US-2017-128951,7/15/2017,7/17/2017,First Class,RS-19420
CA-2014-102330,12/29/2014,01-03-15,Standard Class,AI-10855
CA-2016-118899,3/22/2016,3/22/2016,Same Day,MC-17275
CA-2017-107958,07-02-17,07-05-17,First Class,AH-10120
CA-2017-151799,12/14/2017,12/18/2017,Standard Class,BF-11170
CA-2016-114601,8/26/2016,09-02-16,Standard Class,AA-10480
CA-2017-100237,10/15/2017,10/19/2017,Standard Class,SV-20815
CA-2014-139542,10/25/2014,10/29/2014,Standard Class,EH-14185
US-2015-142811,04-02-15,04-07-15,Standard Class,JL-15850
CA-2017-139353,10/28/2017,10/30/2017,Second Class,JM-15250
CA-2014-150203,12-05-14,12-07-14,First Class,JB-15925
US-2017-101518,11-03-17,11-08-17,Standard Class,PB-19105
CA-2015-149636,01-06-15,01-12-15,Standard Class,SP-20620
US-2017-146213,09-09-17,9/14/2017,Standard Class,MC-17605
CA-2015-108588,01-05-15,01-10-15,Standard Class,BG-11695
US-2017-138086,4/16/2017,4/20/2017,Standard Class,JO-15550
CA-2015-139374,09-10-15,9/14/2015,Standard Class,AR-10345
CA-2016-113978,9/25/2016,9/29/2016,Standard Class,TS-21505
US-2015-150231,3/16/2015,3/20/2015,Second Class,JK-15640
CA-2016-106915,11/26/2016,12-02-16,Standard Class,GA-14515
US-2016-109260,9/26/2016,10-01-16,Standard Class,TN-21040
CA-2017-104850,6/13/2017,6/19/2017,Standard Class,TW-21025
CA-2017-140508,9/18/2017,9/21/2017,First Class,PA-19060
CA-2017-143294,06-02-17,06-08-17,Standard Class,JD-15790
CA-2016-165673,5/15/2016,5/19/2016,Second Class,MN-17935
CA-2017-134418,9/15/2017,9/20/2017,Standard Class,GM-14500
US-2016-106313,8/22/2016,8/26/2016,Standard Class,DG-13300
CA-2014-105872,5/30/2014,06-06-14,Standard Class,JG-15160
CA-2017-108287,12/18/2017,12/20/2017,First Class,AG-10330
CA-2017-141103,7/30/2017,08-06-17,Standard Class,JF-15355
CA-2014-154781,11/21/2014,11/26/2014,Standard Class,SC-20680
CA-2015-147816,9/24/2015,9/26/2015,Second Class,CM-11935
CA-2017-105326,8/20/2017,8/27/2017,Standard Class,KT-16480
CA-2016-133613,6/17/2016,6/22/2016,Standard Class,CP-12340
CA-2015-109113,12/19/2015,12/23/2015,Standard Class,EK-13795
CA-2015-156153,5/31/2015,06-02-15,Second Class,CW-11905
CA-2015-133242,6/18/2015,6/24/2015,Standard Class,KH-16510
CA-2015-158323,11/30/2015,12-03-15,First Class,AB-10600
CA-2015-161795,12/21/2015,12/23/2015,Second Class,AH-10075
CA-2017-100902,11/17/2017,11/21/2017,Standard Class,CK-12595
CA-2017-112844,11/13/2017,11/16/2017,Second Class,SP-20620
CA-2016-158925,10/24/2016,10/28/2016,Standard Class,JP-15460
CA-2014-155390,12-06-14,12-11-14,Standard Class,BG-11035
CA-2017-123071,12-03-17,12-06-17,First Class,CC-12550
CA-2017-156391,9/26/2017,9/28/2017,First Class,SL-20155
CA-2015-103093,02-03-15,02-07-15,Standard Class,FO-14305
US-2017-118941,08-12-17,08-12-17,Same Day,BB-11545
CA-2015-169299,8/24/2015,8/26/2015,First Class,DO-13435
CA-2017-154088,11-12-17,11/17/2017,Standard Class,LB-16735
CA-2016-155978,08-01-16,08-01-16,Same Day,TS-21205
CA-2016-108196,11/25/2016,12-02-16,Standard Class,CS-12505
CA-2016-152800,4/13/2016,4/15/2016,First Class,SP-20920
CA-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790
CA-2016-139381,4/18/2016,4/22/2016,Standard Class,RF-19840
CA-2015-132136,03-08-15,03-12-15,Standard Class,FO-14305
CA-2016-162236,11-04-16,11-06-16,Second Class,ER-13855
US-2014-111353,11/29/2014,12-06-14,Standard Class,PB-19150
US-2016-117037,5/17/2016,5/20/2016,First Class,LW-17215
CA-2017-160801,9/19/2017,9/19/2017,Same Day,FG-14260
CA-2016-108364,12/19/2016,12/24/2016,Standard Class,BP-11050
CA-2017-169362,10-12-17,10/15/2017,First Class,SP-20860
CA-2015-127481,12-12-15,12/15/2015,Second Class,JD-15895
CA-2015-112711,07-12-15,7/18/2015,Standard Class,FM-14380
US-2015-145121,10-02-15,10-06-15,Standard Class,MP-17965
CA-2017-166184,3/24/2017,3/27/2017,First Class,HR-14830
CA-2017-157413,06-01-17,06-06-17,Standard Class,BW-11065
CA-2014-143637,3/24/2014,3/29/2014,Second Class,MS-17710
CA-2015-102260,9/22/2015,9/26/2015,Standard Class,SJ-20125
US-2016-137295,01-08-16,1/13/2016,Standard Class,VS-21820
CA-2016-134334,2/14/2016,2/15/2016,First Class,DK-13090
US-2017-109316,06-08-17,06-10-17,First Class,MG-17680
CA-2016-138478,10/21/2016,10/26/2016,Second Class,DP-13390
CA-2017-150469,1/26/2017,1/30/2017,Standard Class,CJ-12010
CA-2017-152436,12-08-17,12-10-17,Second Class,CW-11905
CA-2016-169334,10/21/2016,10/24/2016,Second Class,GW-14605
US-2014-115413,8/26/2014,09-01-14,Standard Class,PP-18955
CA-2014-125150,5/16/2014,5/23/2014,Standard Class,PW-19030
CA-2015-127327,02-03-15,02-07-15,Standard Class,PW-19030
CA-2017-117114,10/31/2017,11-05-17,Standard Class,CY-12745
CA-2015-137302,4/26/2015,05-01-15,Standard Class,BW-11110
CA-2016-112382,05-09-16,5/13/2016,Standard Class,MB-18085
CA-2015-128958,1/24/2015,1/28/2015,Standard Class,CR-12820
CA-2015-106257,4/13/2015,4/17/2015,Second Class,EB-14110
CA-2015-149083,9/25/2015,9/30/2015,Standard Class,SH-19975
US-2014-137869,3/28/2014,04-02-14,Standard Class,CV-12295
CA-2016-116603,7/17/2016,7/22/2016,Standard Class,AT-10735
CA-2014-158470,4/19/2014,4/23/2014,Second Class,AG-10390
US-2017-123834,7/21/2017,7/25/2017,Standard Class,GM-14500
CA-2015-125976,9/27/2015,10-02-15,Standard Class,JK-15205
CA-2016-128706,2/27/2016,03-02-16,Standard Class,DW-13540
CA-2016-104311,05-02-16,05-06-16,Standard Class,AS-10090
CA-2014-169649,12-09-14,12/15/2014,Standard Class,TS-21205
CA-2015-144890,12/25/2015,12/29/2015,Standard Class,SM-20320
CA-2017-135587,12-07-17,12-12-17,Standard Class,BH-11710
CA-2014-103429,5/30/2014,06-01-14,First Class,LW-16825
CA-2017-152261,03-02-17,03-06-17,Standard Class,JA-15970
CA-2015-142993,10-12-15,10/17/2015,Standard Class,KA-16525
CA-2015-143364,7/14/2015,7/19/2015,Second Class,TG-21310
CA-2014-100972,11/19/2014,11/24/2014,Second Class,DB-13360
CA-2016-136994,5/27/2016,06-02-16,Standard Class,LS-17245
US-2017-166233,07-03-17,07-09-17,Standard Class,MO-17950
CA-2017-122112,9/25/2017,9/29/2017,Standard Class,CA-11965
CA-2016-101672,10-03-16,10-07-16,Standard Class,DB-12910
CA-2017-168403,09-09-17,9/15/2017,Standard Class,DK-12835
CA-2015-148705,03-12-15,3/18/2015,Standard Class,EB-14170
CA-2016-160241,11/29/2016,12-04-16,Second Class,DR-12940
CA-2016-155747,6/14/2016,6/21/2016,Standard Class,JS-15685
CA-2017-118017,12-03-17,12-06-17,Second Class,LC-16870
CA-2016-113117,8/16/2016,8/22/2016,Standard Class,JP-15520
CA-2016-148684,12/25/2016,12/29/2016,Standard Class,TS-21655
CA-2017-125367,7/23/2017,7/30/2017,Standard Class,NM-18445
CA-2017-124744,6/21/2017,6/25/2017,Standard Class,EH-14125
CA-2017-128363,8/13/2017,8/18/2017,Standard Class,DC-12850
CA-2015-126669,11-07-15,11/13/2015,Standard Class,DO-13645
US-2015-118766,10/15/2015,10/22/2015,Standard Class,LS-16975
CA-2016-112585,7/30/2016,08-02-16,First Class,RW-19630
CA-2016-149762,12-03-16,12-07-16,Standard Class,RD-19720
CA-2016-167605,4/28/2016,4/30/2016,Second Class,RB-19570
US-2017-105697,8/25/2017,8/27/2017,First Class,JE-15715
CA-2017-165323,6/17/2017,6/21/2017,Standard Class,SR-20740
CA-2015-110891,11/20/2015,11/24/2015,Standard Class,PO-19195
CA-2017-100783,09-04-17,09-08-17,Second Class,JK-16120
CA-2015-152513,07-04-15,07-08-15,Second Class,JP-16135
CA-2017-139822,9/15/2017,9/21/2017,Standard Class,Dp-13240
CA-2017-107713,3/13/2017,3/17/2017,Standard Class,JB-16000
CA-2017-134096,9/24/2017,9/29/2017,Standard Class,PP-18955
CA-2016-125843,8/13/2016,8/16/2016,First Class,RF-19840
CA-2017-120404,11/20/2017,11/24/2017,Second Class,KH-16330
CA-2017-167549,7/25/2017,7/27/2017,First Class,EM-14200
CA-2016-120082,3/25/2016,3/27/2016,Second Class,DK-12835
US-2016-168095,7/15/2016,7/20/2016,Standard Class,MC-17425
CA-2017-166093,8/17/2017,8/24/2017,Standard Class,RW-19540
CA-2016-146325,12/14/2016,12/17/2016,First Class,DS-13180
CA-2017-134194,12/25/2017,01-01-18,Standard Class,GA-14725
CA-2014-131009,03-01-14,03-05-14,Standard Class,SC-20380
CA-2015-145814,11/19/2015,11/24/2015,Standard Class,KD-16345
CA-2014-138359,04-01-14,04-06-14,Standard Class,KH-16330
CA-2017-131807,10-05-17,10-10-17,Standard Class,GG-14650
CA-2017-104864,11/18/2017,11/23/2017,Second Class,JS-15685
CA-2015-138219,3/23/2015,3/30/2015,Standard Class,BP-11095
CA-2016-157707,10-10-16,10-12-16,First Class,CC-12610
US-2015-126753,8/16/2015,8/20/2015,Standard Class,SP-20860
CA-2014-166051,5/31/2014,06-05-14,Standard Class,JK-15625
CA-2015-113040,8/27/2015,8/31/2015,Standard Class,CC-12100
CA-2014-103800,01-03-14,01-07-14,Standard Class,DP-13000
CA-2014-113383,09-10-14,9/13/2014,First Class,SF-20065
CA-2017-152499,1/22/2017,1/25/2017,Second Class,EH-13765
CA-2016-151498,4/21/2016,4/24/2016,First Class,DN-13690
CA-2016-137939,7/20/2016,7/23/2016,Second Class,PJ-19015
US-2016-117793,8/23/2016,8/29/2016,Standard Class,MA-17560
CA-2016-133872,6/14/2016,6/17/2016,First Class,VM-21835
US-2015-165743,11/20/2015,11/23/2015,Second Class,MM-18055
US-2017-105998,11-03-17,11-05-17,First Class,CR-12580
US-2014-148194,05-04-14,05-07-14,First Class,BS-11365
US-2015-151407,11-08-15,11-12-15,Standard Class,RD-19585
CA-2015-110870,12-12-15,12/15/2015,First Class,KD-16270
CA-2014-143210,12-01-14,12-03-14,First Class,AA-10645
CA-2016-139808,10-07-16,10-11-16,Standard Class,MC-18100
CA-2015-110863,11/17/2015,11/24/2015,Standard Class,AA-10645
CA-2014-127859,3/17/2014,3/20/2014,Second Class,QJ-19255
US-2015-136427,6/20/2015,6/23/2015,First Class,JM-16195
CA-2017-120168,5/25/2017,5/25/2017,Same Day,TB-21625
US-2014-131870,09-09-14,09-11-14,First Class,NF-18595
CA-2017-114804,10/17/2017,10/19/2017,Second Class,BF-11020
CA-2017-167227,11-02-17,11-05-17,First Class,NP-18670
CA-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860
CA-2015-132465,09-11-15,9/15/2015,Second Class,DM-13525
CA-2016-166373,10/21/2016,10/25/2016,Standard Class,JF-15565
CA-2016-158806,01-07-16,01-11-16,Standard Class,NM-18520
CA-2015-119690,6/25/2015,6/28/2015,First Class,MV-17485
CA-2015-153738,9/20/2015,9/22/2015,First Class,AG-10270
CA-2017-169012,07-10-17,7/14/2017,Standard Class,BF-11275
CA-2017-109393,6/30/2017,07-02-17,Second Class,JC-15775
CA-2017-121489,8/21/2017,8/25/2017,Second Class,CM-11815
US-2017-133081,03-11-17,3/15/2017,Standard Class,PV-18985
CA-2017-165008,9/15/2017,9/17/2017,Second Class,DO-13645
CA-2016-145611,9/20/2016,9/24/2016,Standard Class,HA-14905
CA-2016-113600,12/15/2016,12/17/2016,Second Class,SH-20395
CA-2017-130834,11-03-17,11-06-17,Second Class,JM-16195
CA-2016-168543,07-03-16,07-07-16,Standard Class,DK-13225
CA-2014-144974,9/26/2014,9/30/2014,Standard Class,CM-12715
CA-2014-109904,7/14/2014,7/17/2014,Second Class,BF-10975
CA-2017-152205,9/28/2017,10-05-17,Standard Class,SF-20965
CA-2015-121188,8/28/2015,09-04-15,Standard Class,CB-12025
CA-2015-156013,9/20/2015,9/26/2015,Standard Class,TC-20980
CA-2016-132997,11-07-16,11-09-16,First Class,LW-17215
US-2015-160563,10/20/2015,10/24/2015,Standard Class,NS-18640
CA-2017-151750,01-01-17,01-05-17,Standard Class,JM-15250
CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345
US-2016-164945,11/22/2016,11/27/2016,Standard Class,CA-12055
CA-2015-150714,10/26/2015,11-01-15,Standard Class,KH-16690
CA-2016-105753,10/20/2016,10/26/2016,Standard Class,LC-16960
CA-2017-120894,4/28/2017,05-02-17,Standard Class,JL-15130
CA-2016-106621,9/29/2016,10-01-16,Second Class,DM-12955
CA-2015-107020,07-10-15,7/14/2015,Standard Class,MV-18190
US-2015-117492,08-07-15,08-09-15,First Class,NS-18640
CA-2014-101392,12-07-14,12/13/2014,Standard Class,AS-10630
CA-2015-127502,12-10-15,12/14/2015,Standard Class,MT-17815
CA-2017-143658,11-08-17,11/13/2017,Second Class,SR-20425
CA-2017-133046,7/27/2017,08-01-17,Second Class,DK-13375
CA-2017-122798,12/28/2017,01-01-18,Standard Class,SV-20935
CA-2016-169663,03-10-16,3/13/2016,First Class,RH-19510
CA-2015-149846,5/22/2015,5/26/2015,Standard Class,SB-20185
CA-2017-159149,2/17/2017,2/19/2017,First Class,CR-12820
US-2017-167570,12-08-17,12/15/2017,Standard Class,EG-13900
CA-2017-160122,11/18/2017,11/23/2017,Standard Class,RD-19930
CA-2016-130393,12-01-16,12-03-16,Second Class,JM-15865
CA-2017-144820,10-03-17,10-07-17,Second Class,LW-16825
CA-2017-101014,8/29/2017,09-04-17,Standard Class,RW-19540
CA-2017-105543,11/24/2017,11/24/2017,Same Day,BG-11695
US-2017-113201,6/30/2017,07-05-17,Standard Class,TT-21220
US-2017-106551,7/22/2017,7/27/2017,Standard Class,EB-13930
CA-2016-116722,11-11-16,11/16/2016,Standard Class,LP-17080
CA-2014-138128,12-09-14,12/15/2014,Standard Class,FP-14320
US-2017-150070,09-07-17,09-12-17,Standard Class,JA-15970
CA-2015-137064,02-06-15,2/13/2015,Standard Class,TS-21655
CA-2017-157350,8/26/2017,09-01-17,Standard Class,DP-13000
CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895
CA-2015-131352,10-08-15,10/13/2015,Standard Class,GH-14485
CA-2015-121776,2/16/2015,2/21/2015,Standard Class,RD-19585
CA-2016-118073,08-12-16,8/16/2016,Standard Class,CS-12490
CA-2014-103219,11-09-14,11/13/2014,Standard Class,BF-11215
CA-2016-102561,7/18/2016,7/22/2016,Standard Class,NK-18490
CA-2016-100993,02-05-16,02-10-16,Standard Class,AZ-10750
US-2014-112949,6/20/2014,6/27/2014,Standard Class,Co-12640
US-2017-146822,06-09-17,6/14/2017,Standard Class,AG-10675
US-2016-131058,12/27/2016,12/31/2016,Standard Class,EM-14140
CA-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965
CA-2017-140151,3/23/2017,3/25/2017,First Class,RB-19360
US-2017-143770,3/20/2017,3/24/2017,Standard Class,RD-19720
CA-2016-131296,10-04-16,10-09-16,Standard Class,MS-17830
CA-2016-103464,11/18/2016,11/22/2016,Standard Class,PG-18820
CA-2017-136238,12/26/2017,01-01-18,Standard Class,KB-16240
CA-2016-120803,03-09-16,3/13/2016,Standard Class,RB-19465
CA-2016-134138,2/16/2016,2/20/2016,Standard Class,JD-15790
CA-2015-120915,9/28/2015,10-03-15,Second Class,JJ-15445
CA-2015-168207,11-02-15,11-06-15,Standard Class,LT-17110
CA-2016-144148,7/31/2016,08-05-16,Standard Class,AH-10690
CA-2017-107174,11-06-17,11/13/2017,Standard Class,AB-10060
CA-2016-146150,2/14/2016,2/19/2016,Standard Class,FM-14380
CA-2014-114125,07-09-14,7/13/2014,Standard Class,GH-14410
CA-2016-114944,1/30/2016,02-04-16,Standard Class,HE-14800
CA-2016-135965,9/22/2016,9/25/2016,First Class,SZ-20035
CA-2017-149699,12/22/2017,12/24/2017,First Class,CM-12115
CA-2016-166429,09-02-16,09-08-16,Standard Class,TG-21310
CA-2015-112767,08-02-15,08-06-15,Standard Class,DK-12985
CA-2015-119879,11/21/2015,11/25/2015,Standard Class,SS-20410
CA-2017-155642,5/18/2017,5/22/2017,Standard Class,BM-11575
US-2017-101721,7/23/2017,7/27/2017,Standard Class,MY-17380
CA-2015-136728,9/13/2015,9/17/2015,Second Class,AG-10900
CA-2016-127194,12-10-16,12/16/2016,Standard Class,BW-11110
CA-2015-140375,10-02-15,10-05-15,Second Class,SG-20470
US-2017-155866,11/17/2017,11/21/2017,Standard Class,CC-12370
CA-2015-141327,11/30/2015,12-03-15,First Class,LR-16915
CA-2015-136700,12-06-15,12-11-15,Second Class,DB-13120
CA-2017-102736,09-05-17,09-09-17,Standard Class,LP-17095
CA-2017-125269,4/24/2017,4/30/2017,Standard Class,AF-10870
CA-2015-114811,11-08-15,11-08-15,Same Day,KD-16495
CA-2015-122266,4/26/2015,4/30/2015,Standard Class,SA-20830
CA-2015-141565,9/20/2015,9/24/2015,Standard Class,BG-11035
CA-2017-128769,09-07-17,09-12-17,Standard Class,DM-12955
CA-2016-116337,11-07-16,11-12-16,Standard Class,MC-17845
CA-2015-120845,9/25/2015,10-02-15,Standard Class,ML-17395
CA-2014-120775,10-03-14,10-07-14,Standard Class,RD-19930
CA-2014-152905,2/18/2014,2/24/2014,Standard Class,AB-10015
CA-2016-104633,06-12-16,6/16/2016,Standard Class,EA-14035
CA-2017-104136,11-01-17,11-04-17,Second Class,SF-20065
CA-2016-123050,04-04-16,04-08-16,Second Class,BC-11125
CA-2016-162355,6/30/2016,07-02-16,Second Class,PF-19165
CA-2014-158225,9/22/2014,9/28/2014,Standard Class,SE-20110
CA-2017-102204,05-01-17,05-06-17,Standard Class,CJ-12010
CA-2017-103065,10/20/2017,10/20/2017,Same Day,PT-19090
CA-2014-109855,09-01-14,09-05-14,Standard Class,LH-16900
CA-2014-109897,08-12-14,8/16/2014,Standard Class,BW-11200
US-2014-143581,8/19/2014,8/23/2014,Standard Class,BS-11365
CA-2015-129217,05-10-15,05-10-15,Same Day,DP-13390
CA-2016-133816,05-10-16,5/13/2016,Second Class,CS-12400
CA-2015-140221,03-05-15,03-09-15,Second Class,MS-17365
CA-2017-152310,08-12-17,8/19/2017,Standard Class,DK-12895
CA-2016-118101,6/26/2016,6/26/2016,Same Day,SN-20560
CA-2016-100307,12/15/2016,12/19/2016,Standard Class,TC-21475
CA-2015-138457,9/13/2015,9/17/2015,Standard Class,AM-10705
CA-2014-131800,12/30/2014,01-04-15,Standard Class,AJ-10960
CA-2014-118304,4/29/2014,05-04-14,Standard Class,KH-16360
CA-2017-121790,1/30/2017,02-06-17,Standard Class,LP-17095
CA-2016-169670,12/25/2016,12/31/2016,Standard Class,JE-15715
CA-2016-139549,10/20/2016,10/25/2016,Standard Class,MY-18295
CA-2015-104059,6/13/2015,6/15/2015,Second Class,FC-14245
CA-2017-164112,6/30/2017,07-04-17,Standard Class,ND-18460
CA-2015-143882,6/26/2015,6/30/2015,Standard Class,DB-13360
US-2016-139262,2/21/2016,2/25/2016,Standard Class,LC-16960
CA-2017-146192,4/22/2017,4/26/2017,Standard Class,BD-11725
CA-2017-134810,05-09-17,05-10-17,First Class,MC-17605
CA-2015-154284,12/21/2015,12/26/2015,Second Class,SZ-20035
CA-2014-156244,08-12-14,8/16/2014,Standard Class,DH-13675
CA-2015-106362,12-11-15,12/15/2015,Standard Class,LC-16885
US-2017-168802,11-03-17,11-07-17,Standard Class,JO-15145
US-2017-146906,3/13/2017,3/17/2017,Standard Class,MT-17815
CA-2016-166380,5/30/2016,06-03-16,Standard Class,EB-13750
US-2015-158911,07-05-15,07-11-15,Standard Class,RS-19765
US-2014-103338,03-11-14,3/15/2014,Standard Class,RB-19435
CA-2015-109169,4/20/2015,4/24/2015,Standard Class,OT-18730
US-2017-167318,7/26/2017,08-01-17,Standard Class,GZ-14545
US-2014-120313,10/31/2014,11-02-14,Second Class,NL-18310
CA-2017-135419,11-03-17,11-09-17,Standard Class,BG-11740
CA-2016-128671,08-11-16,8/16/2016,Standard Class,MT-18070
CA-2016-149335,7/25/2016,7/25/2016,Same Day,BC-11125
CA-2014-168312,03-01-14,03-07-14,Standard Class,GW-14605
US-2017-105935,1/26/2017,1/31/2017,Standard Class,BD-11500
CA-2014-161508,07-12-14,7/16/2014,Standard Class,PV-18985
CA-2017-130904,04-11-17,4/16/2017,Standard Class,HM-14980
CA-2017-133620,11/13/2017,11/18/2017,Standard Class,EM-14065
CA-2015-142937,12-05-15,12-06-15,First Class,SF-20065
US-2016-149790,9/26/2016,10-01-16,Standard Class,SC-20380
CA-2016-130778,11/19/2016,11/25/2016,Standard Class,ND-18370
CA-2017-144456,09-08-17,09-09-17,First Class,FC-14245
CA-2017-103478,7/21/2017,7/24/2017,Second Class,KL-16555
CA-2017-118577,10-06-17,10-11-17,Standard Class,XP-21865
CA-2017-113572,11-07-17,11-11-17,Standard Class,FP-14320
CA-2016-153269,03-09-16,03-12-16,First Class,PS-18760
CA-2017-161655,5/13/2017,5/18/2017,Second Class,CW-11905
CA-2016-101469,07-02-16,07-08-16,Standard Class,KH-16360
CA-2014-153087,12/27/2014,01-03-15,Standard Class,TC-20980
CA-2017-135076,4/13/2017,4/17/2017,Standard Class,YS-21880
CA-2014-161634,11/14/2014,11/20/2014,Standard Class,CC-12220
CA-2017-141481,06-11-17,6/14/2017,First Class,ZD-21925
CA-2016-132549,11/25/2016,11/30/2016,Standard Class,JK-15370
US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440
US-2015-115238,4/30/2015,05-04-15,Standard Class,JW-15220
CA-2017-132199,05-03-17,05-08-17,Standard Class,BO-11350
CA-2016-163174,8/26/2016,8/30/2016,Standard Class,XP-21865
CA-2014-110555,04-11-14,4/18/2014,Standard Class,MM-18055
CA-2017-147207,01-02-17,01-04-17,Second Class,TS-21655
CA-2017-137631,4/28/2017,05-02-17,Standard Class,JL-15235
CA-2017-157273,1/30/2017,02-02-17,First Class,SZ-20035
CA-2014-109918,09-07-14,09-12-14,Second Class,LR-17035
CA-2016-118745,06-11-16,6/16/2016,Standard Class,SV-20365
CA-2016-163972,10/17/2016,10/21/2016,Standard Class,MG-17890
CA-2014-165393,12/27/2014,12/30/2014,First Class,NC-18415
CA-2016-113726,11/24/2016,12-01-16,Standard Class,SC-20680
CA-2016-152940,11-10-16,11/13/2016,First Class,RO-19780
CA-2015-158701,01-05-15,01-10-15,Standard Class,JL-15175
CA-2017-156272,3/21/2017,3/27/2017,Standard Class,PW-19030
CA-2015-162964,11-12-15,11/18/2015,Standard Class,MF-18250
CA-2014-103527,09-09-14,9/14/2014,Second Class,CC-12220
CA-2016-134544,3/17/2016,3/19/2016,Second Class,AC-10660
CA-2016-163048,02-08-16,2/15/2016,Standard Class,MH-17440
CA-2016-145135,11/26/2016,11/28/2016,First Class,CD-12790
CA-2017-137582,09-04-17,09-08-17,Standard Class,CV-12805
CA-2015-149601,5/28/2015,06-03-15,Standard Class,TB-21625
CA-2014-139423,11-01-14,11-05-14,Standard Class,DG-13300
CA-2016-102596,12/27/2016,12/30/2016,First Class,RD-19810
CA-2017-153227,12-04-17,12-06-17,First Class,CS-12250
CA-2017-110625,12/23/2017,12/30/2017,Standard Class,JB-16045
CA-2016-142594,12-01-16,12-06-16,Second Class,EJ-14155
CA-2014-152254,6/30/2014,6/30/2014,Same Day,BD-11620
US-2014-120236,09-03-14,09-04-14,First Class,MR-17545
CA-2017-120061,11-02-17,11-07-17,Second Class,SR-20425
CA-2015-133837,4/13/2015,4/18/2015,Standard Class,TH-21100
CA-2015-110814,12-05-15,12-09-15,Second Class,BD-11635
CA-2016-154067,02-01-16,02-07-16,Standard Class,SM-20950
CA-2017-140480,07-08-17,07-12-17,Standard Class,HE-14800
CA-2015-134082,12-11-15,12/17/2015,Standard Class,JK-15640
CA-2016-130820,11/15/2016,11/15/2016,Same Day,ON-18715
CA-2016-159765,05-09-16,05-12-16,Second Class,TH-21100
CA-2017-132290,03-10-17,3/14/2017,Standard Class,MD-17350
CA-2016-147109,12/17/2016,12/21/2016,Standard Class,AH-10075
CA-2017-107265,04-06-17,04-12-17,Standard Class,ML-17755
CA-2017-118199,05-09-17,05-11-17,First Class,LB-16795
CA-2017-150091,10-12-17,10/16/2017,Standard Class,NP-18670
CA-2016-137652,8/28/2016,8/30/2016,First Class,EB-13750
CA-2015-128356,10-02-15,10-07-15,Standard Class,RP-19390
CA-2017-167017,11/23/2017,11/25/2017,First Class,DC-12850
US-2017-132220,11-12-17,11/16/2017,Standard Class,DJ-13510
CA-2016-118129,12/19/2016,12/21/2016,Second Class,CL-12565
US-2014-113124,3/30/2014,04-05-14,Standard Class,NC-18340
CA-2017-155621,11-08-17,11/13/2017,Standard Class,KN-16450
US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260
CA-2015-151470,9/20/2015,9/26/2015,Standard Class,AM-10705
CA-2015-112823,12-10-15,12/16/2015,Standard Class,RA-19945
CA-2014-108861,5/28/2014,06-01-14,Standard Class,MM-17260
CA-2017-114370,3/14/2017,3/17/2017,Second Class,BN-11470
CA-2016-158302,12-08-16,12-12-16,Second Class,JB-16045
CA-2017-145779,05-06-17,05-10-17,Standard Class,DB-13615
US-2016-155173,03-06-16,03-10-16,Standard Class,JB-16045
CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075
CA-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855
CA-2016-125087,4/18/2016,4/23/2016,Standard Class,TH-21115
CA-2016-154081,5/22/2016,5/29/2016,Standard Class,JE-15610
US-2017-118556,5/28/2017,06-02-17,Second Class,TH-21235
CA-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715
CA-2014-146500,8/30/2014,09-04-14,Standard Class,AT-10735
CA-2015-169537,09-03-15,09-07-15,Second Class,JH-15820
CA-2014-100881,3/28/2014,04-01-14,Standard Class,DR-12940
